algorithm,seed,step,success_rate,mean_score,solved_count,total_episodes,filled_mean,violations_mean,zero_cand_mean
ablation_persistent_z_no_contraction,42,100,0.24,13.02,12,50,14.58,0.68,0.04
ablation_persistent_z_no_contraction,42,200,0.28,14.04,14,50,14.56,0.16,0.04
ablation_persistent_z_no_contraction,42,300,0.28,13.92,14,50,14.56,0.22,0.04
ablation_persistent_z_no_contraction,42,400,0.32,14.62,16,50,14.62,0.0,0.0
ablation_persistent_z_no_contraction,42,500,0.36,14.66,18,50,14.66,0.0,0.0
ablation_persistent_z_no_contraction,42,600,0.44,14.78,22,50,14.78,0.0,0.0
ablation_persistent_z_no_contraction,42,700,0.38,14.78,19,50,14.78,0.0,0.0
ablation_persistent_z_no_contraction,42,800,0.44,14.78,22,50,14.78,0.0,0.0
ablation_persistent_z_no_contraction,42,900,0.44,14.72,22,50,14.72,0.0,0.0
ablation_persistent_z_no_contraction,42,1000,0.54,15.06,27,50,15.06,0.0,0.0
ablation_persistent_z_no_contraction,42,1100,0.54,15.12,27,50,15.12,0.0,0.0
ablation_persistent_z_no_contraction,42,1200,0.54,15.04,27,50,15.04,0.0,0.0
ablation_persistent_z_no_contraction,42,1300,0.68,15.4,34,50,15.4,0.0,0.0
ablation_persistent_z_no_contraction,42,1400,0.74,15.5,37,50,15.5,0.0,0.0
ablation_persistent_z_no_contraction,42,1500,0.62,15.4,31,50,15.4,0.0,0.0
ablation_persistent_z_no_contraction,42,1600,0.84,15.64,42,50,15.64,0.0,0.0
ablation_persistent_z_no_contraction,42,1700,0.78,15.5,39,50,15.5,0.0,0.0
ablation_persistent_z_no_contraction,42,1800,0.82,15.58,41,50,15.58,0.0,0.0
ablation_persistent_z_no_contraction,42,1900,0.84,15.72,42,50,15.72,0.0,0.0
ablation_persistent_z_no_contraction,42,2000,0.82,15.68,41,50,15.68,0.0,0.0
ablation_persistent_z_no_contraction,42,2100,0.9,15.8,45,50,15.8,0.0,0.0
ablation_persistent_z_no_contraction,42,2200,0.84,15.76,42,50,15.76,0.0,0.0
ablation_persistent_z_no_contraction,42,2300,0.84,15.76,42,50,15.76,0.0,0.0
ablation_persistent_z_no_contraction,42,2400,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,2500,0.86,15.82,43,50,15.82,0.0,0.0
ablation_persistent_z_no_contraction,42,2600,0.9,15.9,45,50,15.9,0.0,0.0
ablation_persistent_z_no_contraction,42,2700,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,2800,0.9,15.86,45,50,15.86,0.0,0.0
ablation_persistent_z_no_contraction,42,2900,0.84,15.84,42,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,3000,0.9,15.86,45,50,15.86,0.0,0.0
ablation_persistent_z_no_contraction,42,3100,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,3200,0.9,15.82,45,50,15.82,0.0,0.0
ablation_persistent_z_no_contraction,42,3300,0.9,15.9,45,50,15.9,0.0,0.0
ablation_persistent_z_no_contraction,42,3400,0.9,15.9,45,50,15.9,0.0,0.0
ablation_persistent_z_no_contraction,42,3500,0.88,15.88,44,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,3600,0.86,15.82,43,50,15.82,0.0,0.0
ablation_persistent_z_no_contraction,42,3700,0.9,15.9,45,50,15.9,0.0,0.0
ablation_persistent_z_no_contraction,42,3800,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,3900,0.88,15.88,44,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,4000,0.88,15.88,44,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,4100,0.88,15.88,44,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,4200,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,42,4300,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,42,4400,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,4500,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,4600,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,42,4700,0.94,15.94,47,50,15.94,0.0,0.0
ablation_persistent_z_no_contraction,42,4800,0.94,15.94,47,50,15.94,0.0,0.0
ablation_persistent_z_no_contraction,42,4900,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,42,5000,0.96,15.96,48,50,15.96,0.0,0.0
ablation_persistent_z_no_contraction,123,100,0.32,12.88,16,50,14.74,0.68,0.1
ablation_persistent_z_no_contraction,123,200,0.32,14.28,16,50,14.56,0.04,0.04
ablation_persistent_z_no_contraction,123,300,0.3,14.16,15,50,14.56,0.1,0.04
ablation_persistent_z_no_contraction,123,400,0.36,14.66,18,50,14.66,0.0,0.0
ablation_persistent_z_no_contraction,123,500,0.38,14.6,19,50,14.6,0.0,0.0
ablation_persistent_z_no_contraction,123,600,0.38,14.64,19,50,14.64,0.0,0.0
ablation_persistent_z_no_contraction,123,700,0.46,14.84,23,50,14.84,0.0,0.0
ablation_persistent_z_no_contraction,123,800,0.42,14.78,21,50,14.78,0.0,0.0
ablation_persistent_z_no_contraction,123,900,0.44,14.92,22,50,14.92,0.0,0.0
ablation_persistent_z_no_contraction,123,1000,0.5,15.06,25,50,15.06,0.0,0.0
ablation_persistent_z_no_contraction,123,1100,0.56,15.12,28,50,15.12,0.0,0.0
ablation_persistent_z_no_contraction,123,1200,0.64,15.28,32,50,15.28,0.0,0.0
ablation_persistent_z_no_contraction,123,1300,0.66,15.42,33,50,15.42,0.0,0.0
ablation_persistent_z_no_contraction,123,1400,0.68,15.3,34,50,15.3,0.0,0.0
ablation_persistent_z_no_contraction,123,1500,0.78,15.54,39,50,15.54,0.0,0.0
ablation_persistent_z_no_contraction,123,1600,0.72,15.6,36,50,15.6,0.0,0.0
ablation_persistent_z_no_contraction,123,1700,0.72,15.48,36,50,15.48,0.0,0.0
ablation_persistent_z_no_contraction,123,1800,0.84,15.6,42,50,15.6,0.0,0.0
ablation_persistent_z_no_contraction,123,1900,0.76,15.56,38,50,15.56,0.0,0.0
ablation_persistent_z_no_contraction,123,2000,0.8,15.68,40,50,15.68,0.0,0.0
ablation_persistent_z_no_contraction,123,2100,0.86,15.64,43,50,15.76,0.06,0.0
ablation_persistent_z_no_contraction,123,2200,0.7,15.52,35,50,15.64,0.06,0.0
ablation_persistent_z_no_contraction,123,2300,0.84,15.62,42,50,15.74,0.06,0.0
ablation_persistent_z_no_contraction,123,2400,0.82,15.68,41,50,15.8,0.06,0.0
ablation_persistent_z_no_contraction,123,2500,0.9,15.76,45,50,15.88,0.06,0.0
ablation_persistent_z_no_contraction,123,2600,0.88,15.74,44,50,15.86,0.06,0.0
ablation_persistent_z_no_contraction,123,2700,0.9,15.76,45,50,15.88,0.06,0.0
ablation_persistent_z_no_contraction,123,2800,0.86,15.72,43,50,15.84,0.06,0.0
ablation_persistent_z_no_contraction,123,2900,0.78,15.74,39,50,15.74,0.0,0.0
ablation_persistent_z_no_contraction,123,3000,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3100,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3200,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,3300,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3400,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3500,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3600,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3700,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3800,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,3900,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,4000,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,4100,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,4200,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,4300,0.88,15.84,44,50,15.84,0.0,0.0
ablation_persistent_z_no_contraction,123,4400,0.92,15.88,46,50,15.88,0.0,0.0
ablation_persistent_z_no_contraction,123,4500,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,4600,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,4700,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,4800,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,4900,0.92,15.92,46,50,15.92,0.0,0.0
ablation_persistent_z_no_contraction,123,5000,0.92,15.92,46,50,15.92,0.0,0.0
